"RANK","Nom Unité Opérationnelle","Identifiant GED","Site CEC","Service","Fournisseur","Blocage","Chef de projet","Entité","CA","Num commande","Montant de la commande/Appel de cde","Montant des réceptions","Montant des factures","Montant mise à disposition","Numéro Facture","Montant Facture TTC (DEVISE)","Devise Facture","Type","Acheteur","Type d'achat PO","Intervenant","Nombre de jours à l'échéance","Échéance"
"166","JF8_34282:78089","322_0117_561358668","Port Jorf","JORF B","Fournisseur C","XX","XX","166","166","A5358546","43179500","5366470","7681100","15086400","B_980440","6646520","MAD","F locaux","RABII.904","S - stocks","SPOC","6","Echue dans 7 jours"
"171","OCP_33518:11922","L_193521_7654573","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","E667521","61660500","18324000","18889200","45424300","B_2991042","14111900","MAD","F locaux","KANFAOUI.72","S - stocks","Litige","58","Echue dans 60 jours"
"172","OCP_34710:126","CDS30403_0210_59002","Port Jorf","JORF B","Fournisseur Y","XX","XX","172","172","?3066920","43881800","21835900","30413500","28505300","F_853037","10552200","EUR","F étrangers","SAMAR.8905","M - marché","SPOC","-18","Echue"
"173","JF8_11276:80676","330_0003_565631","Port Jorf","JORF Z","Fournisseur Z","XX","XX","173","173","A5416974","29530800","7788840","29332700","25731400","F_2911243","625344","USD","F étrangers","RIYAHI.8562","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","23","Echue dans 30 jours"
"174","OCP_68879:58757","30_0003_500538","Port Jorf","JORF B","Fournisseur A","XX","XX","174","174","E1906253","79840900","16319600","56695000","30128000","C_1539255","13525200","MAD","F locaux","KARAMI.5915","E - Equipement","SPOC","1","Echue dans 7 jours"
"175","JF8_66867:34378","0921_0090_33254432","Port Jorf","JORF Z","Fournisseur B","XX","XX","175","175","D4625644","81819000","2962280","14114300","46046400","=_3668747","10223500","MAD","F locaux","HASSAN.3350","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","15","Echue dans 30 jours"
"176","OCP_38091:14880","322_0117_561358669","Port Jorf","JORF B","Fournisseur C","XX","XX","176","176","D4344476","33103900","613211","15453900","91052","<_4360821","62109","MAD","F locaux","RABII.905","S - stocks","SPOC","-3","Echue"
"181","JF8_85364:74299","U_363011_72839909","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","=662704","82092800","11635300","18734900","70308400","=_6043626","69089400","MAD","F locaux","KANFAOUI.73","S - stocks","Litige","58","Echue dans 60 jours"
"182","OCP_42505:16908","CDS30403_0210_59003","Port Jorf","JORF B","Fournisseur Y","XX","XX","182","182","C5859120","15226000","3185540","3381040","11732100","@_3627088","2589880","EUR","F étrangers","SAMAR.8906","M - marché","SPOC","59","Echue dans 60 jours"
"183","OCP_53901:6036","330_0003_565632","Port Jorf","JORF Z","Fournisseur Z","XX","XX","183","183","<6591875","87293100","15671500","71085400","48058400","@_5523510","21403600","USD","F étrangers","RIYAHI.8563","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-6","Echue"
"184","OCP_29191:92361","30_0003_500539","Port Jorf","JORF B","Fournisseur A","XX","XX","184","184","A4490475","47199500","18735300","34808000","22774900","@_3468028","1756520","MAD","F locaux","KARAMI.5916","E - Equipement","SPOC","57","Echue dans 60 jours"
"185","OCP_82189:3006","0921_0090_33254433","Port Jorf","JORF Z","Fournisseur B","XX","XX","185","185","?3007647","64073800","12190800","14572200","5569960","=_873336","2933410","MAD","F locaux","HASSAN.3351","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","48","Echue dans 60 jours"
"186","OCP_25309:62650","322_0117_561358670","Port Jorf","JORF B","Fournisseur C","XX","XX","186","186",">830815","12280800","84208","106085","3355570","<_6166393","1194330","MAD","F locaux","RABII.906","S - stocks","SPOC","34","Echue dans 60 jours"
"191","JF8_3226:89493","U_664720_73020844","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","C2802394","68309900","13566700","46697900","63506700",">_5400975","12210200","MAD","F locaux","KANFAOUI.74","S - stocks","Litige","57","Echue dans 60 jours"
"192","OCP_36352:32107","CDS30403_0210_59004","Port Jorf","JORF B","Fournisseur Y","XX","XX","192","192","<6528776","27525100","2664940","3581960","20963100","@_3224177","16552200","USD","F étrangers","SAMAR.8907","M - marché","SPOC","19","Echue dans 30 jours"
"193","OCP_33228:60815","330_0003_565633","Port Jorf","JORF Z","Fournisseur Z","XX","XX","193","193","@1612558","10880400","1234070","2147270","10034500","F_2451829","8603380","EUR","F étrangers","RIYAHI.8564","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","42","Echue dans 60 jours"
"194","JF8_11168:96857","30_0003_500540","Port Jorf","JORF B","Fournisseur A","XX","XX","194","194","C4179775","68170000","11974000","47331300","39592700","@_5340067","7856470","MAD","F locaux","KARAMI.5917","E - Equipement","SPOC","-9","Echue"
"195","JF8_27536:18210","0921_0090_33254434","Port Jorf","JORF Z","Fournisseur B","XX","XX","195","195","E2428061","90398800","30166400","31365800","40109800","@_5278536","28852500","MAD","F locaux","HASSAN.3352","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-8","Echue"
"196","JF8_89695:98409","322_0117_561358671","Port Jorf","JORF B","Fournisseur C","XX","XX","196","196","A4103821","17891400","4981070","17361000","7712830","@_3431973","2928230","MAD","F locaux","RABII.907","S - stocks","SPOC","-8","Echue"
"201","OCP_27477:24335","U_304052_48496070","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","?515667","9580910","4196740","5244430","1558420","<_3385487","388867","MAD","F locaux","KANFAOUI.75","S - stocks","Litige","28","Echue dans 30 jours"
"202","JF8_23944:84747","CDS30403_0210_59005","Port Jorf","JORF B","Fournisseur Y","XX","XX","202","202","<5567718","82302900","75496200","77925500","15794100","D_6171896","1141990","EUR","F étrangers","SAMAR.8908","M - marché","SPOC","-17","Echue"
"203","OCP_72455:49322","330_0003_565634","Port Jorf","JORF Z","Fournisseur Z","XX","XX","203","203","=2497252","63495400","16408400","17689700","4857020","D_210950","243912","EUR","F étrangers","RIYAHI.8565","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","53","Echue dans 60 jours"
"204","JF8_59208:92393","30_0003_500541","Port Jorf","JORF B","Fournisseur A","XX","XX","204","204","D6052810","55683300","47855800","51378600","9735450","E_5267409","2761260","MAD","F locaux","KARAMI.5918","E - Equipement","SPOC","11","Echue dans 30 jours"
"205","JF8_6530:86929","0921_0090_33254435","Port Jorf","JORF Z","Fournisseur B","XX","XX","205","205","C5458103","20151300","3894550","9367050","9517280","D_6370283","4075140","MAD","F locaux","HASSAN.3353","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","24","Echue dans 30 jours"
"206","OCP_28685:32851","322_0117_561358672","Port Jorf","JORF B","Fournisseur C","XX","XX","206","206","@1390679","59412200","8233540","35440600","44456100",">_6176360","27192100","MAD","F locaux","RABII.908","S - stocks","SPOC","28","Echue dans 30 jours"
"211","JF8_34528:13928","C_778365_83332151","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","E826955","38829600","16057000","25610300","841417","E_3709438","187847","MAD","F locaux","KANFAOUI.76","S - stocks","Litige","25","Echue dans 30 jours"
"212","JF8_37934:83477","CDS30403_0210_59006","Port Jorf","JORF B","Fournisseur Y","XX","XX","212","212","<4708411","52345000","16464200","31109100","44844700","A_2373655","11556800","USD","F étrangers","SAMAR.8909","M - marché","SPOC","10","Echue dans 30 jours"
"213","OCP_84085:48807","330_0003_565635","Port Jorf","JORF Z","Fournisseur Z","XX","XX","213","213","D908255","27921800","7223890","24209500","24119300","@_63109","6607140","USD","F étrangers","RIYAHI.8566","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","35","Echue dans 60 jours"
"214","JF8_21766:93201","30_0003_500542","Port Jorf","JORF B","Fournisseur A","XX","XX","214","214","E6519609","82945000","59631700","75507700","78281400","C_412369","53724700","MAD","F locaux","KARAMI.5919","E - Equipement","SPOC","-1","Echue"
"215","OCP_36774:32741","0921_0090_33254436","Port Jorf","JORF Z","Fournisseur B","XX","XX","215","215","A5643723","60651300","5363210","7719440","3862550","D_1634253","355534","MAD","F locaux","HASSAN.3354","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-9","Echue"
"216","JF8_20514:903","322_0117_561358673","Port Jorf","JORF B","Fournisseur C","XX","XX","216","216","B1426588","87611800","15059600","78602800","16249200","D_10190","14933800","MAD","F locaux","RABII.909","S - stocks","SPOC","30","Echue dans 30 jours"
"221","JF8_93465:13886","B_857837_73326777","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","D1633672","32417000","25686300","28010600","5009240","B_2650293","1597540","MAD","F locaux","KANFAOUI.77","S - stocks","Litige","32","Echue dans 60 jours"
"222","JF8_45490:30358","CDS30403_0210_59007","Port Jorf","JORF B","Fournisseur Y","XX","XX","222","222","=1144164","3078630","88958","1254640","2077090",">_5693287","2006180","USD","F étrangers","SAMAR.8910","M - marché","SPOC","33","Echue dans 60 jours"
"223","OCP_44649:80275","330_0003_565636","Port Jorf","JORF Z","Fournisseur Z","XX","XX","223","223","C1076459","34056500","8900670","13759200","331148","A_51527","125182","USD","F étrangers","RIYAHI.8567","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","55","Echue dans 60 jours"
"224","JF8_27107:16189","30_0003_500543","Port Jorf","JORF B","Fournisseur A","XX","XX","224","224","E4578136","34979400","1521310","9938610","10511700","C_2074202","2438860","MAD","F locaux","KARAMI.5920","E - Equipement","SPOC","38","Echue dans 60 jours"
"225","JF8_43194:57658","0921_0090_33254437","Port Jorf","JORF Z","Fournisseur B","XX","XX","225","225","C10683","80551700","34235700","41107600","57066200","A_3263179","48917000","MAD","F locaux","HASSAN.3355","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-7","Echue"
"226","OCP_13201:26805","322_0117_561358674","Port Jorf","JORF B","Fournisseur C","XX","XX","226","226","?121938","3955690","1588300","2474850","155003","@_2297013","92409","MAD","F locaux","RABII.910","S - stocks","SPOC","55","Echue dans 60 jours"
"231","JF8_91434:54798","J_373739_26408764","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","D3466308","2222310","19811","134523","621092","D_4806511","598782","MAD","F locaux","KANFAOUI.78","S - stocks","Litige","49","Echue dans 60 jours"
"232","OCP_31120:25672","CDS30403_0210_59008","Port Jorf","JORF B","Fournisseur Y","XX","XX","232","232","@4081111","58323500","28121200","43578400","43312100","?_1695267","23646200","USD","F étrangers","SAMAR.8911","M - marché","SPOC","42","Echue dans 60 jours"
"233","JF8_16071:81136","330_0003_565637","Port Jorf","JORF Z","Fournisseur Z","XX","XX","233","233","<1496020","912055","83632","243708","773492","@_3677464","459785","USD","F étrangers","RIYAHI.8568","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","9","Echue dans 30 jours"
"234","OCP_74287:58706","30_0003_500544","Port Jorf","JORF B","Fournisseur A","XX","XX","234","234","?6208209","57446500","6834920","44757700","55770100","F_4864746","30812500","MAD","F locaux","KARAMI.5921","E - Equipement","SPOC","7","Echue dans 7 jours"
"235","JF8_96722:36989","0921_0090_33254438","Port Jorf","JORF Z","Fournisseur B","XX","XX","235","235","B2413425","55421400","13154800","15455000","4817820","E_2689677","4297540","MAD","F locaux","HASSAN.3356","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","38","Echue dans 60 jours"
"236","JF8_39047:99992","322_0117_561358675","Port Jorf","JORF B","Fournisseur C","XX","XX","236","236","D4835996","70960400","12280200","23917300","52178700","A_1648196","44909000","MAD","F locaux","RABII.911","S - stocks","SPOC","3","Echue dans 7 jours"
"241","OCP_7378:489","X_218540_27480730","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","=5360818","74992900","36533200","47539100","37612700","B_2133305","28910700","MAD","F locaux","KANFAOUI.79","S - stocks","Litige","18","Echue dans 30 jours"
"242","JF8_82020:1501","CDS30403_0210_59009","Port Jorf","JORF B","Fournisseur Y","XX","XX","242","242","@1023847","43674500","7525850","12803200","22311000","E_1147636","4831030","EUR","F étrangers","SAMAR.8912","M - marché","SPOC","56","Echue dans 60 jours"
"243","OCP_65947:49937","330_0003_565638","Port Jorf","JORF Z","Fournisseur Z","XX","XX","243","243","E5259142","92430900","44652100","65936300","79601500","C_2886023","60587100","EUR","F étrangers","RIYAHI.8569","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","14","Echue dans 30 jours"
"244","JF8_22136:65748","30_0003_500545","Port Jorf","JORF B","Fournisseur A","XX","XX","244","244","<2459297","55750800","5182390","16547700","32258000","F_4316587","10429500","MAD","F locaux","KARAMI.5922","E - Equipement","SPOC","17","Echue dans 30 jours"
"245","JF8_64113:9622","0921_0090_33254439","Port Jorf","JORF Z","Fournisseur B","XX","XX","245","245","A625061","21220100","14260200","14919600","17488100","E_6239607","8310440","MAD","F locaux","HASSAN.3357","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","23","Echue dans 30 jours"
"246","JF8_8935:47884","322_0117_561358676","Port Jorf","JORF B","Fournisseur C","XX","XX","246","246","?3793186","91497000","634717","58709100","61094600","E_737087","25985100","MAD","F locaux","RABII.912","S - stocks","SPOC","2","Echue dans 7 jours"
"251","JF8_10888:93859","V_315751_90311829","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","B1690558","18538200","8731580","10420200","2949870",">_747608","442860","MAD","F locaux","KANFAOUI.80","S - stocks","Litige","-6","Echue"
"252","OCP_28199:84985","CDS30403_0210_59010","Port Jorf","JORF B","Fournisseur Y","XX","XX","252","252","B164831","87497400","60163400","65410200","36756700","@_5166811","23492900","USD","F étrangers","SAMAR.8913","M - marché","SPOC","-14","Echue"
"253","OCP_40509:3833","330_0003_565639","Port Jorf","JORF Z","Fournisseur Z","XX","XX","253","253","B4301909","21705900","2483540","18290500","18219300",">_5116113","4540780","USD","F étrangers","RIYAHI.8570","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","34","Echue dans 60 jours"
"254","OCP_82713:65431","30_0003_500546","Port Jorf","JORF B","Fournisseur A","XX","XX","254","254","@2211706","37189700","23591700","29717000","3162460","=_6639024","2149110","MAD","F locaux","KARAMI.5923","E - Equipement","SPOC","-20","Echue"
"255","JF8_65686:87498","0921_0090_33254440","Port Jorf","JORF Z","Fournisseur B","XX","XX","255","255",">2232628","36757000","1281950","2324320","30801000","@_3079178","24526700","MAD","F locaux","HASSAN.3358","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","46","Echue dans 60 jours"
"256","OCP_1710:48250","322_0117_561358677","Port Jorf","JORF B","Fournisseur C","XX","XX","256","256","@1827523","2772830","416499","878710","2346920","F_2328926","696919","MAD","F locaux","RABII.913","S - stocks","SPOC","-5","Echue"
"261","JF8_48348:77970","X_52749_49661917","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","<1134796","55953500","5315300","10830000","19343100","A_3238155","9545880","MAD","F locaux","KANFAOUI.81","S - stocks","Litige","-11","Echue"
"262","OCP_58022:29179","CDS30403_0210_59011","Port Jorf","JORF B","Fournisseur Y","XX","XX","262","262","=1930757","4792970","1181280","1970850","1945090","E_6627115","1114060","USD","F étrangers","SAMAR.8914","M - marché","SPOC","37","Echue dans 60 jours"
"263","JF8_52910:60176","330_0003_565640","Port Jorf","JORF Z","Fournisseur Z","XX","XX","263","263","<1778473","5172680","796592","820605","2103830","?_6472305","1971860","EUR","F étrangers","RIYAHI.8571","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","57","Echue dans 60 jours"
"264","JF8_22007:65834","30_0003_500547","Port Jorf","JORF B","Fournisseur A","XX","XX","264","264","D4581981","20235000","12150500","15721100","12812200","D_50725","2030040","MAD","F locaux","KARAMI.5924","E - Equipement","SPOC","27","Echue dans 30 jours"
"265","OCP_54124:14923","0921_0090_33254441","Port Jorf","JORF Z","Fournisseur B","XX","XX","265","265",">5294561","83968700","13555300","68984000","4734440","C_5741966","182095","MAD","F locaux","HASSAN.3359","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","37","Echue dans 60 jours"
"266","JF8_93473:22286","322_0117_561358678","Port Jorf","JORF B","Fournisseur C","XX","XX","266","266","?3115130","36141800","17856100","22122900","16325400","@_4884388","7647220","MAD","F locaux","RABII.914","S - stocks","SPOC","16","Echue dans 30 jours"
"271","JF8_82636:677","A_827813_9746894","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","C3960879","16941600","8805250","10442600","896801","B_218265","394669","MAD","F locaux","KANFAOUI.82","S - stocks","Litige","-13","Echue"
"272","JF8_85152:59419","CDS30403_0210_59012","Port Jorf","JORF B","Fournisseur Y","XX","XX","272","272","@3573318","4887720","3699930","4100920","4811330","@_1492350","2589120","USD","F étrangers","SAMAR.8915","M - marché","SPOC","34","Echue dans 60 jours"
"273","OCP_46258:56659","330_0003_565641","Port Jorf","JORF Z","Fournisseur Z","XX","XX","273","273","B4885639","37357400","7173330","19679700","28061300","?_2246153","18204800","USD","F étrangers","RIYAHI.8572","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","57","Echue dans 60 jours"
"274","JF8_53269:66409","30_0003_500548","Port Jorf","JORF B","Fournisseur A","XX","XX","274","274","C4427616","12266500","3614420","6838240","11638600","B_2881230","4984210","MAD","F locaux","KARAMI.5925","E - Equipement","SPOC","-15","Echue"
"275","JF8_67548:99819","0921_0090_33254442","Port Jorf","JORF Z","Fournisseur B","XX","XX","275","275","=6201051","55220700","3376780","13640000","44826900","@_5291010","619558","MAD","F locaux","HASSAN.3360","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","37","Echue dans 60 jours"
"276","OCP_25552:3919","322_0117_561358679","Port Jorf","JORF B","Fournisseur C","XX","XX","276","276","<5608176","33401800","1150240","1657800","2949940","A_2880681","1658160","MAD","F locaux","RABII.915","S - stocks","SPOC","10","Echue dans 30 jours"
"281","OCP_54848:10118","O_92261_14740330","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","?5155437","57588500","1509530","52839300","6534980","C_3669853","4174540","MAD","F locaux","KANFAOUI.83","S - stocks","Litige","29","Echue dans 30 jours"
"282","JF8_55737:29108","CDS30403_0210_59013","Port Jorf","JORF B","Fournisseur Y","XX","XX","282","282","D2971005","80454700","22860400","49411100","41005000","C_4569083","39478700","USD","F étrangers","SAMAR.8916","M - marché","SPOC","48","Echue dans 60 jours"
"283","JF8_57505:2087","330_0003_565642","Port Jorf","JORF Z","Fournisseur Z","XX","XX","283","283","=3576774","7205930","2727620","4869730","7074340","F_5225339","5826380","EUR","F étrangers","RIYAHI.8573","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","7","Echue dans 7 jours"
"284","OCP_94800:11749","30_0003_500549","Port Jorf","JORF B","Fournisseur A","XX","XX","284","284","@4447865","38887500","16107000","26187400","36559300","?_5527288","33986400","MAD","F locaux","KARAMI.5926","E - Equipement","SPOC","56","Echue dans 60 jours"
"285","OCP_16326:75437","0921_0090_33254443","Port Jorf","JORF Z","Fournisseur B","XX","XX","285","285","A5558522","20624200","545895","11370000","16030300","?_707075","6265170","MAD","F locaux","HASSAN.3361","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","50","Echue dans 60 jours"
"286","JF8_18655:92170","322_0117_561358680","Port Jorf","JORF B","Fournisseur C","XX","XX","286","286","C5483185","31034200","1861190","4869580","9970450","B_4057398","9224310","MAD","F locaux","RABII.916","S - stocks","SPOC","56","Echue dans 60 jours"
"291","JF8_32074:33408","?_36800_56951118","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","E4835395","5245550","589031","1198720","4418710","B_530605","2696300","MAD","F locaux","KANFAOUI.84","S - stocks","Litige","-12","Echue"
"292","JF8_85641:64938","CDS30403_0210_59014","Port Jorf","JORF B","Fournisseur Y","XX","XX","292","292","F490548","46213300","13846700","26906600","41565600","?_1323798","5309700","USD","F étrangers","SAMAR.8917","M - marché","SPOC","6","Echue dans 7 jours"
"293","OCP_20933:28235","330_0003_565643","Port Jorf","JORF Z","Fournisseur Z","XX","XX","293","293","=2002127","6744870","384609","5488240","1580230","D_2156508","449487","USD","F étrangers","RIYAHI.8574","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","60","Echue dans 60 jours"
"294","OCP_76505:32941","30_0003_500550","Port Jorf","JORF B","Fournisseur A","XX","XX","294","294","C3594550","69012300","23331500","52275300","31232200","@_1128821","5331200","MAD","F locaux","KARAMI.5927","E - Equipement","SPOC","28","Echue dans 30 jours"
"295","JF8_41865:42901","0921_0090_33254444","Port Jorf","JORF Z","Fournisseur B","XX","XX","295","295","B263843","59527000","29064500","44542700","13777200",">_743524","191893","MAD","F locaux","HASSAN.3362","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-12","Echue"
"296","OCP_42717:63622","322_0117_561358681","Port Jorf","JORF B","Fournisseur C","XX","XX","296","296","<4094319","16783000","2863730","16220500","13624700","=_6308598","7028410","MAD","F locaux","RABII.917","S - stocks","SPOC","57","Echue dans 60 jours"
"301","JF8_3046:90216","T_408850_80533954","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","@6531899","29571300","11143300","12138800","15487900","A_2608469","5111690","MAD","F locaux","KANFAOUI.85","S - stocks","Litige","53","Echue dans 60 jours"
"302","OCP_38911:43032","CDS30403_0210_59015","Port Jorf","JORF B","Fournisseur Y","XX","XX","302","302","F3203679","35716400","10695000","27711800","33533800","E_3580848","16170400","USD","F étrangers","SAMAR.8918","M - marché","SPOC","22","Echue dans 30 jours"
"303","JF8_20177:60335","330_0003_565644","Port Jorf","JORF Z","Fournisseur Z","XX","XX","303","303","F6007145","62546600","14591100","45773900","28871100","=_6024799","26360500","EUR","F étrangers","RIYAHI.8575","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","54","Echue dans 60 jours"
"304","OCP_36295:59433","30_0003_500551","Port Jorf","JORF B","Fournisseur A","XX","XX","304","304","=3584179","19830100","6912680","12151100","18526400","E_139964","3328920","MAD","F locaux","KARAMI.5928","E - Equipement","SPOC","60","Echue dans 60 jours"
"305","OCP_54553:26449","0921_0090_33254445","Port Jorf","JORF Z","Fournisseur B","XX","XX","305","305",">2395436","12074700","5930150","6304750","10438400","A_6318438","7772870","MAD","F locaux","HASSAN.3363","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","43","Echue dans 60 jours"
"306","JF8_3446:86567","322_0117_561358682","Port Jorf","JORF B","Fournisseur C","XX","XX","306","306",">4121622","22816900","1185480","2582130","14572200","A_5030664","9417730","MAD","F locaux","RABII.918","S - stocks","SPOC","19","Echue dans 30 jours"
"311","JF8_98732:29833","O_689014_13765584","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","E6104341","56985200","3656200","55808700","51258200","?_5370508","37413300","MAD","F locaux","KANFAOUI.86","S - stocks","Litige","30","Echue dans 30 jours"
"312","OCP_78721:21995","CDS30403_0210_59016","Port Jorf","JORF B","Fournisseur Y","XX","XX","312","312","E5661139","52196200","2016340","5120080","25578900","<_2090257","17237200","USD","F étrangers","SAMAR.8919","M - marché","SPOC","55","Echue dans 60 jours"
"313","JF8_6067:70824","330_0003_565645","Port Jorf","JORF Z","Fournisseur Z","XX","XX","313","313",">5623614","59165200","40899600","43612000","11793500","B_6346969","3597260","USD","F étrangers","RIYAHI.8576","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","6","Echue dans 7 jours"
"314","OCP_24054:25368","30_0003_500552","Port Jorf","JORF B","Fournisseur A","XX","XX","314","314","?95980","66828800","6391100","40710700","19762200","D_3605747","7202410","MAD","F locaux","KARAMI.5929","E - Equipement","SPOC","37","Echue dans 60 jours"
"315","OCP_76042:92156","0921_0090_33254446","Port Jorf","JORF Z","Fournisseur B","XX","XX","315","315","@302282","29219100","681716","1230140","10394900","B_1002582","254719","MAD","F locaux","HASSAN.3364","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","54","Echue dans 60 jours"
"316","JF8_32479:62564","322_0117_561358683","Port Jorf","JORF B","Fournisseur C","XX","XX","316","316",">943129","22158000","724984","8471870","21577400","<_2267279","16901200","MAD","F locaux","RABII.919","S - stocks","SPOC","-19","Echue"
"321","JF8_11962:49359","<_697652_31275906","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","B3201612","53447200","4519150","39140700","44351700","E_5732704","42896800","MAD","F locaux","KANFAOUI.87","S - stocks","Litige","-14","Echue"
"322","OCP_4904:10448","CDS30403_0210_59017","Port Jorf","JORF B","Fournisseur Y","XX","XX","322","322","C1112254","63653600","2779410","3006850","18731100","B_3338739","1510000","EUR","F étrangers","SAMAR.8920","M - marché","SPOC","56","Echue dans 60 jours"
"323","JF8_80157:65104","330_0003_565646","Port Jorf","JORF Z","Fournisseur Z","XX","XX","323","323","C1148876","70923800","32174000","55585400","69749200","D_5708435","18329600","EUR","F étrangers","RIYAHI.8577","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","29","Echue dans 30 jours"
"324","JF8_50782:73234","30_0003_500553","Port Jorf","JORF B","Fournisseur A","XX","XX","324","324","<929401","59125500","11135500","20099400","43358000","C_3400563","18152600","MAD","F locaux","KARAMI.5930","E - Equipement","SPOC","51","Echue dans 60 jours"
"325","OCP_87390:60243","0921_0090_33254447","Port Jorf","JORF Z","Fournisseur B","XX","XX","325","325","=3028107","22569600","4941690","5674810","22188900","B_5642599","20414000","MAD","F locaux","HASSAN.3365","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","20","Echue dans 30 jours"
"326","OCP_33339:26699","322_0117_561358684","Port Jorf","JORF B","Fournisseur C","XX","XX","326","326","C1959473","81565400","57814600","66147200","52355900","E_1616634","6182860","MAD","F locaux","RABII.920","S - stocks","SPOC","23","Echue dans 30 jours"
"331","OCP_63216:34516","W_360417_86003489","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","?5465758","21521600","5667820","11223100","13214100","F_1568999","4882440","MAD","F locaux","KANFAOUI.88","S - stocks","Litige","5","Echue dans 7 jours"
"332","JF8_69061:79397","CDS30403_0210_59018","Port Jorf","JORF B","Fournisseur Y","XX","XX","332","332","E2991416","4101300","226558","1182100","2205720","B_3669262","885316","EUR","F étrangers","SAMAR.8921","M - marché","SPOC","-1","Echue"
"333","JF8_67453:77531","330_0003_565647","Port Jorf","JORF Z","Fournisseur Z","XX","XX","333","333","?6507453","68198700","22262200","33121200","30238900","F_1903694","20609000","EUR","F étrangers","RIYAHI.8578","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","31","Echue dans 60 jours"
"334","JF8_88442:66150","30_0003_500554","Port Jorf","JORF B","Fournisseur A","XX","XX","334","334","E2022292","57787300","4853650","10082800","46400400","?_4880009","23688400","MAD","F locaux","KARAMI.5931","E - Equipement","SPOC","41","Echue dans 60 jours"
"335","OCP_81472:41752","0921_0090_33254448","Port Jorf","JORF Z","Fournisseur B","XX","XX","335","335","<3520248","27093800","412474","429413","15762900","=_5058209","6792520","MAD","F locaux","HASSAN.3366","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","44","Echue dans 60 jours"
"336","JF8_81838:23066","322_0117_561358685","Port Jorf","JORF B","Fournisseur C","XX","XX","336","336","@3333515","24820300","6540870","20257400","14105500","@_3629497","3293660","MAD","F locaux","RABII.921","S - stocks","SPOC","13","Echue dans 30 jours"
